image,conf,area,aspect_ratio,extent,solidity,circularity,compactness,rectangularity,eccentricity,vertex_count,bbox_w,bbox_h,best_iou_drone,best_iou_bird,label_bird_fp,label_true_drone,label_other_fp
BT (210).jpg,0.358364462852478,266936.0,0.8923357664233577,0.9961339244398668,1.0,0.7828459722081216,0.062296903078251524,0.9961339244398668,0.0,4.0,489.0,548.0,0.6453893475265936,0.0,0,1,0
BT (211).jpg,0.6777841448783875,2891.5,0.8829787234042553,0.37061009997436556,0.6158679446219383,0.36737761303009786,0.02923498154752049,0.37061009997436556,0.6621888014344619,8.0,83.0,94.0,0.7297688850790985,0.0,0,1,0
BT (212).jpg,0.4403027892112732,52779.0,1.1,0.9913410969196094,1.0,0.7836016950085808,0.062357041587901625,0.9913410969196094,0.0,4.0,242.0,220.0,0.1637588716662635,0.0,0,0,1
BT (213).jpg,0.4855993390083313,41514.0,1.1861702127659575,0.9902203988169068,1.0,0.7796466868390712,0.062042312037828465,0.9902203988169068,0.0,4.0,223.0,188.0,0.23754783969101892,0.0,0,0,1
BT (214).jpg,0.49477270245552063,32538.0,0.9308510638297872,0.9889969604863222,1.0,0.7843796607032227,0.062418950130830674,0.9889969604863222,0.0,4.0,175.0,188.0,0.3516639145753994,0.0,0,0,1
BT (214).jpg,0.2618694007396698,15500.0,0.9920634920634921,0.9841269841269841,1.0,0.7853854958894501,0.062498991951742466,0.9841269841269841,0.0,4.0,125.0,126.0,0.7429078358640022,0.0,0,1,0
BT (215).jpg,0.3222491145133972,6490.5,1.0120481927710843,0.9309380378657487,0.9536438436673523,0.528051123180655,0.042020973229714015,0.9309380378657487,0.8958222481887888,7.0,84.0,83.0,0.4466443040805309,0.0,0,0,1
BT (215).jpg,0.30602604150772095,15985.0,0.8285714285714286,0.9842980295566502,1.0,0.7783861145705382,0.06194199888399753,0.9842980295566502,0.0,4.0,116.0,140.0,0.7676581906585529,0.0,0,1,0
BT (216).jpg,0.5127755999565125,6381.5,0.8090909090909091,0.6518386108273748,0.6652939949958299,0.15279521505574858,0.012159056878455763,0.6518386108273748,0.691003274722226,13.0,89.0,110.0,0.8934342288300191,0.0,0,1,0
BT (216).jpg,0.3639112114906311,9782.0,0.46258503401360546,0.9785914365746299,1.0,0.6773580933548317,0.05390244440036119,0.9785914365746299,0.0,4.0,68.0,147.0,0.7173384974939846,0.0,0,1,0
BT (216).jpg,0.35320037603378296,19321.0,1.0,0.985765306122449,1.0,0.7853981633974483,0.0624999999999998,0.985765306122449,0.0,4.0,140.0,140.0,0.44572759299285375,0.0,0,0,1
BT (217).jpg,0.39743563532829285,3796.5,0.6124031007751938,0.3725345893435384,0.5803714744324696,0.1912687112007384,0.01522068042320678,0.3725345893435384,0.9043003434999097,8.0,79.0,129.0,0.8357254908780772,0.0,0,1,0
BT (217).jpg,0.3391995429992676,20636.0,0.8709677419354839,0.9861887694145759,1.0,0.7816105565137801,0.06219859182098747,0.9861887694145759,0.0,4.0,135.0,155.0,0.42977894035670683,0.0,0,0,1
BT (218).jpg,0.3988184332847595,5420.0,0.46938775510204084,0.5343586710046337,0.6320331176024722,0.2402055288506649,0.01911494863729303,0.5343586710046337,0.9258595590896805,10.0,69.0,147.0,0.42248437507387404,0.0,0,0,1
BT (218).jpg,0.37010055780410767,20760.0,0.6954022988505747,0.9860359076660017,1.0,0.7596997459320912,0.060454984915374495,0.9860359076660017,0.0,4.0,121.0,174.0,0.7867664693978312,0.0,0,1,0
BT (219).jpg,0.5669690370559692,23256.0,0.7965116279069767,0.9869292140553386,1.0,0.775189962247708,0.06168765716347107,0.9869292140553386,0.0,4.0,137.0,172.0,0.6912249560694761,0.0,0,1,0
BT (22).jpg,0.574978232383728,25282.5,0.6666666666666666,0.5319719732357026,0.7109514503044022,0.3806267045690372,0.030289310752470346,0.5319719732357026,0.8224561354568302,10.0,178.0,267.0,0.0,0.8361949937244368,1,0,0
BT (220).jpg,0.48239144682884216,23406.0,0.8502994011976048,0.9870118917095386,1.0,0.7801898975047237,0.062085539369117815,0.9870118917095386,0.0,4.0,142.0,167.0,0.6193331143186681,0.0,0,1,0
BT (221).jpg,0.588925838470459,18352.0,0.8389261744966443,0.9853422818791946,1.0,0.7792834718139041,0.062013408304498065,0.9853422818791946,0.0,4.0,125.0,149.0,0.5708011956466088,0.0,0,1,0
BT (222).jpg,0.530631959438324,13440.0,0.9338842975206612,0.9829591165069845,1.0,0.7844642773529805,0.062425683709868916,0.9829591165069845,0.0,4.0,113.0,121.0,0.7437508773260806,0.0,0,1,0
BT (223).jpg,0.5648475885391235,19360.0,0.7577639751552795,0.9856430098767947,1.0,0.770269294632773,0.06129608287635649,0.9856430098767947,0.0,4.0,122.0,161.0,0.3355483917952321,0.0,0,0,1
BT (224).jpg,0.5615043640136719,18676.0,0.7222222222222222,0.9853329112588372,1.0,0.7646702602463603,0.06085052587678694,0.9853329112588372,0.0,4.0,117.0,162.0,0.3444224583553762,0.0,0,0,1
BT (225).jpg,0.6467267274856567,8645.0,0.9583333333333334,0.9788269927536232,1.0,0.7850349315031726,0.06247109492426826,0.9788269927536232,0.0,4.0,92.0,96.0,0.6266596848001007,0.0,0,1,0
BT (226).jpg,0.6455814838409424,8742.0,1.0106382978723405,0.9789473684210527,1.0,0.785375703556921,0.06249821270267907,0.9789473684210527,0.0,4.0,95.0,94.0,0.4678778731197978,0.0,0,0,1
BT (227).jpg,0.5425704121589661,4968.0,1.042857142857143,0.9722113502935421,1.0,0.7850426187331669,0.06247170665459405,0.9722113502935421,0.0,4.0,73.0,70.0,0.7609248980894499,0.0,0,1,0
BT (228).jpg,0.553752601146698,3976.0,1.263157894736842,0.9688109161793372,1.0,0.7744418371054013,0.06162812325624556,0.9688109161793372,0.0,4.0,72.0,57.0,0.8448857018107325,0.0,0,1,0
BT (229).jpg,0.5088798999786377,8091.0,1.0681818181818181,0.9781189555125726,1.0,0.7845254987714512,0.06243055555555507,0.9781189555125726,0.0,4.0,94.0,88.0,0.4842685336865511,0.0,0,0,1
BT (23).jpg,0.6369507312774658,25838.0,0.7078651685393258,0.5120187067752611,0.7041190336689784,0.37741853682947607,0.030034012875460796,0.5120187067752611,0.8325719132623944,9.0,189.0,267.0,0.0,0.9169897503770927,1,0,0
BT (230).jpg,0.6463573575019836,6461.0,1.2777777777777777,0.9753925120772947,1.0,0.7734274552219043,0.061547401310775206,0.9753925120772947,0.0,4.0,92.0,72.0,0.7528117460837863,0.0,0,1,0
BT (231).jpg,0.5721321702003479,9603.0,1.0204081632653061,0.9798979591836735,1.0,0.7853163851630254,0.06249349229487673,0.9798979591836735,0.0,4.0,100.0,98.0,0.7588706643322047,0.0,0,1,0
BT (232).jpg,0.5532721877098083,8099.0,1.0222222222222221,0.9781400966183574,1.0,0.7853012006612263,0.0624922839506168,0.9781400966183574,0.0,4.0,92.0,90.0,0.8454630893446244,0.0,0,1,0
BT (233).jpg,0.5986066460609436,15843.0,0.2978723404255319,0.24077507598784195,0.7028681706262062,0.15895333001318074,0.012649104096257508,0.24077507598784195,0.9916918939226907,5.0,140.0,470.0,0.9327617965989977,0.0,0,1,0
BT (234).jpg,0.6068530082702637,15996.0,0.2702169625246548,0.23029413035027857,0.5098082960177203,0.12852411554387372,0.010227624147660694,0.23029413035027857,0.9864776411061351,5.0,137.0,507.0,0.8756885014526863,0.0,0,1,0
BT (235).jpg,0.6243312954902649,15784.0,0.26719056974459726,0.2280134057552294,0.5057434435027796,0.12437268172390717,0.009897263540977424,0.2280134057552294,0.9861390331869803,5.0,136.0,509.0,0.871989071739675,0.0,0,1,0
BT (236).jpg,0.6112929582595825,15700.0,0.2647058823529412,0.2280319535221496,0.5040856624552503,0.12414009383415557,0.009878754784798783,0.2280319535221496,0.9866495264257692,5.0,135.0,510.0,0.8512179160896671,0.0,0,1,0
BT (237).jpg,0.6165133118629456,15710.0,0.2632612966601179,0.23033164237750345,0.5073306206807466,0.12382308172585717,0.009853527762770946,0.23033164237750345,0.9860138403488321,5.0,134.0,509.0,0.854634935514656,0.0,0,1,0
BT (238).jpg,0.5680765509605408,15481.0,0.2596899224806202,0.22389505958579198,0.4913199403345076,0.12252685907257257,0.009750377641461978,0.22389505958579198,0.9865769957442961,5.0,134.0,516.0,0.8384257369381408,0.0,0,1,0
BT (239).jpg,0.5900919437408447,15003.5,0.27628865979381445,0.2308585936297892,0.5359541330285061,0.13310602835206908,0.010592241183780875,0.2308585936297892,0.9882365507652631,5.0,134.0,485.0,0.9402373221647645,0.0,0,1,0
BT (24).jpg,0.46359434723854065,25488.0,0.7450980392156863,0.5260681114551083,0.6957281288385424,0.3566921430209102,0.028384658861909544,0.5260681114551083,0.8084247961111867,11.0,190.0,255.0,0.0,0.8940340999659735,1,0,0
BT (240).jpg,0.6287268400192261,15314.5,0.2648221343873518,0.2258642557961182,0.5003920927952948,0.12523696973139212,0.009966041395300562,0.2258642557961182,0.9872800372505203,5.0,134.0,506.0,0.8750503010044296,0.0,0,1,0
BT (241).jpg,0.6191439032554626,14923.0,0.27479338842975204,0.23182439569999377,0.558631403597432,0.13551594884036436,0.010784016562866186,0.23182439569999377,0.9901188651510419,5.0,133.0,484.0,0.9581433191423274,0.0,0,1,0
BT (242).jpg,0.5663989186286926,15537.0,0.263671875,0.2247829861111111,0.5028562181406263,0.12328999841301456,0.009811106340611594,0.2247829861111111,0.98726106470758,5.0,135.0,512.0,0.8712663582802489,0.0,0,1,0
BT (243).jpg,0.5858938694000244,15343.0,0.26171875,0.2236328125,0.5011268249665218,0.12323150841629886,0.009806451854562227,0.2236328125,0.9881819501461384,5.0,134.0,512.0,0.8751778876587271,0.0,0,1,0
BT (244).jpg,0.564348042011261,15577.5,0.2596899224806202,0.22529069767441862,0.49426490885726526,0.12188092824280167,0.009698976099235234,0.22529069767441862,0.9883268856333303,5.0,134.0,516.0,0.871644999569008,0.0,0,1,0
BT (245).jpg,0.6283383965492249,15865.0,0.2581888246628131,0.22812239381129037,0.4908269653188132,0.12295123061272686,0.009784148055623517,0.22812239381129037,0.9877589327842932,5.0,134.0,519.0,0.8787789547775753,0.0,0,1,0
BT (246).jpg,0.6083536744117737,15630.0,0.25384615384615383,0.2277097902097902,0.49597791422723597,0.1216506123030806,0.0096806481390955,0.2277097902097902,0.9879748448900589,5.0,132.0,520.0,0.876398821996527,0.0,0,1,0
BT (247).jpg,0.6287685632705688,15759.5,0.25239005736137665,0.22827944840373138,0.5092745193084505,0.12345519202717917,0.00982425203074235,0.22827944840373138,0.9882398712536766,5.0,132.0,523.0,0.8975177080717988,0.0,0,1,0
BT (248).jpg,0.8699962496757507,24865.0,0.2676767676767677,0.5923623022679626,0.8199640554667018,0.27841005018290027,0.022155167846535588,0.5923623022679626,0.9696238973352419,9.0,106.0,396.0,0.9709930200937146,0.0,0,1,0
BT (249).jpg,0.872401773929596,24870.0,0.2727272727272727,0.5815095398428731,0.8232782163960475,0.2782894518967974,0.022145570939854746,0.5815095398428731,0.9696267518607801,8.0,108.0,396.0,0.9753196484442097,0.0,0,1,0
BT (25).jpg,0.9151329398155212,27448.5,0.8770491803278688,0.5256722077524131,0.8667856127830234,0.5481586539260456,0.043621079685464796,0.5256722077524131,0.8172219680676538,6.0,214.0,244.0,0.0,0.9702178462436984,1,0,0
BT (250).jpg,0.8728585243225098,24721.5,0.2727272727272727,0.5780373176206509,0.8095456406058126,0.28542290354580174,0.022713232985477786,0.5780373176206509,0.9701449920123046,9.0,108.0,396.0,0.9738451559378519,0.0,0,1,0
BT (251).jpg,0.8800946474075317,24901.5,0.27455919395465994,0.5754512051394635,0.8204236953083817,0.27620801773084275,0.02197993567173873,0.5754512051394635,0.9700813873469073,8.0,109.0,397.0,0.987125139942621,0.0,0,1,0
BT (252).jpg,0.8752403259277344,24377.5,0.27341772151898736,0.5714369432723863,0.8111233113728622,0.2856272660887087,0.022729495639921018,0.5714369432723863,0.9706262398387742,9.0,108.0,395.0,0.9079739482529416,0.0,0,1,0
BT (253).jpg,0.8751732110977173,24605.5,0.2759493670886076,0.571489954709093,0.812384442683571,0.272471002780466,0.021682553470858342,0.571489954709093,0.9708880435682956,9.0,109.0,395.0,0.9063758691489999,0.0,0,1,0
BT (254).jpg,0.8815547823905945,24778.5,0.27204030226700254,0.5779107192835152,0.8154846141188086,0.2861838925952628,0.02277379056990805,0.5779107192835152,0.9708071765901054,9.0,108.0,397.0,0.9114882033743578,0.0,0,1,0
BT (255).jpg,0.8889833688735962,24892.0,0.2969543147208122,0.5399800425181136,0.8092064627287799,0.2835594488238404,0.022564943970363745,0.5399800425181136,0.970005812430942,8.0,117.0,394.0,0.9725685000213622,0.0,0,1,0
BT (256).jpg,0.8836546540260315,24917.0,0.3020304568527919,0.5314379558930171,0.8049296570884011,0.2799067153701681,0.022274268677889206,0.5314379558930171,0.9692384433129068,9.0,119.0,394.0,0.9791273101417858,0.0,0,1,0
BT (257).jpg,0.8814488649368286,25051.5,0.3037974683544304,0.5285126582278481,0.803898916967509,0.2648117440211637,0.021073049024876916,0.5285126582278481,0.9687180685511741,8.0,120.0,395.0,0.9769772399421148,0.0,0,1,0
BT (258).jpg,0.8779423832893372,25010.0,0.3037974683544304,0.5276371308016877,0.7975381868044261,0.2713301202321708,0.021591764922334115,0.5276371308016877,0.9685154904790564,8.0,120.0,395.0,0.9746443496345802,0.0,0,1,0
BT (259).jpg,0.8214148283004761,19531.0,2.5,0.366504034528054,0.671965044468528,0.27857020156111734,0.022167912288278694,0.366504034528054,0.9483081797753059,5.0,365.0,146.0,0.9178347646738131,0.0,0,1,0
BT (26).jpg,0.9235304594039917,28672.5,0.9102040816326531,0.5248009517708428,0.8580855616573643,0.5540502281100766,0.04408991626245537,0.5248009517708428,0.8100969048103026,7.0,223.0,245.0,0.0,0.9709111993455299,1,0,0
BT (260).jpg,0.7766340970993042,19367.0,2.5347222222222223,0.36847412480974123,0.6705328393864903,0.2797966818301741,0.022265512486991226,0.36847412480974123,0.9464921814930538,5.0,365.0,144.0,0.904594250085801,0.0,0,1,0
BT (261).jpg,0.8189786076545715,19754.0,2.4563758389261743,0.3622327355411303,0.641624035728786,0.26945820577801544,0.021442802703122113,0.3622327355411303,0.933182517085567,6.0,366.0,149.0,0.9484963467561192,0.0,0,1,0
BT (262).jpg,0.81938636302948,19738.5,2.4496644295302015,0.3629401489381263,0.6366949986290986,0.2695757256341176,0.021452154636127166,0.3629401489381263,0.9385044192395926,6.0,365.0,149.0,0.959547376686977,0.0,0,1,0
BT (263).jpg,0.8060821294784546,19882.0,2.433333333333333,0.3631415525114155,0.6477381941390151,0.2723379941883408,0.02167196898340313,0.3631415525114155,0.9251240488107884,6.0,365.0,150.0,0.9299377227684912,0.0,0,1,0
BT (264).jpg,0.8126932978630066,19247.5,2.4630872483221475,0.3519832489073387,0.632174469971918,0.2657275232702814,0.02114592442201594,0.3519832489073387,0.9452902727198883,6.0,367.0,149.0,0.9119843805136688,0.0,0,1,0
BT (265).jpg,0.8115885257720947,19493.5,2.433333333333333,0.35604566210045663,0.6365016652517469,0.27111765701224433,0.02157485763649585,0.35604566210045663,0.9321883603363404,6.0,365.0,150.0,0.9319996650712964,0.0,0,1,0
BT (266).jpg,0.8095122575759888,19498.5,2.473333333333333,0.35037735849056606,0.6365402193784278,0.2709915060170542,0.021564818859265613,0.35037735849056606,0.9395219728790389,6.0,371.0,150.0,0.9569055625957879,0.0,0,1,0
BT (267).jpg,0.8013436794281006,18871.0,5.154761904761905,0.5188331683712746,0.8221225058813278,0.25202784296441433,0.02005573850228723,0.5188331683712746,0.9877139079960093,4.0,433.0,84.0,0.8269400318357578,0.0,0,1,0
BT (268).jpg,0.7812209129333496,19066.0,5.6075949367088604,0.5447895533902906,0.8116990931925582,0.24437785110481544,0.019446971492753266,0.5447895533902906,0.9875958879259521,6.0,443.0,79.0,0.7732732182715897,0.0,0,1,0
BT (269).jpg,0.7867056727409363,19297.5,5.658227848101266,0.5464701384759154,0.8079000251193168,0.24391934479528296,0.019410484719952808,0.5464701384759154,0.9873831589296701,6.0,447.0,79.0,0.7777689856611717,0.0,0,1,0
BT (27).jpg,0.9233967661857605,27707.5,0.9139344262295082,0.5092167169006837,0.8471946185598532,0.5356701550932722,0.04262727652494818,0.5092167169006837,0.8131909264051335,6.0,223.0,244.0,0.0,0.9825979420929281,1,0,0
BT (270).jpg,0.8087992668151855,19489.5,2.611111111111111,0.3599567819148936,0.6641166749016066,0.27327575650911906,0.02174659373780172,0.3599567819148936,0.9561696278042076,6.0,376.0,144.0,0.8953157320822988,0.0,0,1,0
BT (271).jpg,0.790062665939331,19255.5,3.5172413793103448,0.40685218052738337,0.7658089405027044,0.26173118362821535,0.020827905817861488,0.40685218052738337,0.9790240751462015,7.0,408.0,116.0,0.7983806160554442,0.0,0,1,0
BT (272).jpg,0.8056318759918213,19060.0,5.105882352941176,0.5166711846028734,0.8162041795135321,0.251358707392066,0.0200024903853183,0.5166711846028734,0.9860507552022797,4.0,434.0,85.0,0.7959296194452821,0.0,0,1,0
BT (273).jpg,0.8041878938674927,19004.0,5.620253164556962,0.5417949595164785,0.8223635812886754,0.24324585596753395,0.019356890181926097,0.5417949595164785,0.987106365627885,4.0,444.0,79.0,0.8195663864088053,0.0,0,1,0
BT (274).jpg,0.7880851030349731,19151.0,5.730769230769231,0.5492743647106063,0.8117926327836887,0.2425884893166244,0.019304578605968088,0.5492743647106063,0.9878284339934416,6.0,447.0,78.0,0.8032858213366794,0.0,0,1,0
BT (275).jpg,0.7828076481819153,19154.5,5.717948717948718,0.5506065309876969,0.8115453871411926,0.2423476763922447,0.019285415322330364,0.5506065309876969,0.9873035108336997,6.0,446.0,78.0,0.8404234922912552,0.0,0,1,0
BT (276).jpg,0.7725702524185181,19444.0,5.580246913580247,0.531082705124003,0.786394612849083,0.2377942327527883,0.01892306379067545,0.531082705124003,0.9874402729598777,6.0,452.0,81.0,0.9268772485318811,0.0,0,1,0
BT (277).jpg,0.7741233706474304,19337.0,5.846153846153846,0.5436628430049483,0.7964824120603015,0.23469582874300732,0.018676500633749253,0.5436628430049483,0.9879087892629538,6.0,456.0,78.0,0.8968119529884896,0.0,0,1,0
BT (278).jpg,0.7835973501205444,19350.5,5.846153846153846,0.5440423976608187,0.7963660308249481,0.23458949819044153,0.018668039117227985,0.5440423976608187,0.9880611288439011,6.0,456.0,78.0,0.9095155203515243,0.0,0,1,0
BT (279).jpg,0.72138512134552,16318.0,1.1878453038674033,0.41932416805858924,0.7208711594106862,0.38373470150544714,0.030536637290242388,0.41932416805858924,0.8152572395115278,9.0,215.0,181.0,0.9469149214406702,0.0,0,1,0
BT (28).jpg,0.9280974864959717,27553.0,0.9421487603305785,0.4993656662316949,0.8338402408945783,0.5236438009542715,0.04167024967065037,0.4993656662316949,0.8205193685583348,6.0,228.0,242.0,0.0,0.9783371954614103,1,0,0
BT (280).jpg,0.7560490965843201,16185.0,1.1797752808988764,0.43298555377207065,0.7236915647566455,0.38269828769530756,0.030454162099756172,0.43298555377207065,0.8192138818470149,9.0,210.0,178.0,0.9633625005881135,0.0,0,1,0
BT (281).jpg,0.8752074837684631,7968.0,1.3131313131313131,0.1547785547785548,0.5171339563862928,0.1523744456284027,0.012125573111323748,0.1547785547785548,0.9766425094232789,7.0,260.0,198.0,0.9554411031783792,0.0,0,1,0
BT (281).jpg,0.8266350626945496,15657.0,1.1578947368421053,0.46243133085238347,0.7328512251632381,0.4001491698165729,0.031842859175212845,0.46243133085238347,0.8204483997349649,9.0,198.0,171.0,0.9630150169994625,0.0,0,1,0
BT (282).jpg,0.8771417140960693,9068.5,1.2587064676616915,0.17832772894421176,0.27301601637764933,0.09056326234981588,0.007206795432750662,0.17832772894421176,0.9269019154049949,10.0,253.0,201.0,0.9587515090528053,0.0,0,1,0
BT (282).jpg,0.8330598473548889,15754.0,1.127906976744186,0.4721289858547111,0.7367534957676659,0.4049348414340802,0.032223690822183286,0.4721289858547111,0.81534704953884,10.0,194.0,172.0,0.9701648500758602,0.0,0,1,0
BT (283).jpg,0.5977361798286438,19261.5,1.1952380952380952,0.36542401821286286,0.6446285140562249,0.18077574399407242,0.014385676623885811,0.36542401821286286,0.8551915044586852,10.0,251.0,210.0,0.9730116474905638,0.0,0,1,0
BT (284).jpg,0.7011982202529907,15952.5,1.403973509933775,0.4983287517181057,0.7207074928279383,0.4033669422977506,0.0320989213732751,0.4983287517181057,0.8135518993232231,9.0,212.0,151.0,0.9463413447599852,0.0,0,1,0
BT (284).jpg,0.36167269945144653,68544.0,1.3644444444444443,0.9923127035830619,1.0,0.7665978171863965,0.061003915984336014,0.9923127035830619,0.0,4.0,307.0,225.0,0.5302057465108889,0.0,0,1,0
BT (285).jpg,0.7156850695610046,16449.0,1.5337837837837838,0.48961185855458983,0.7214631899822365,0.3999927835324453,0.03183041435013751,0.48961185855458983,0.8554137297338835,9.0,227.0,148.0,0.9739867954717695,0.0,0,1,0
BT (285).jpg,0.4838334619998932,46230.0,1.1435643564356435,0.9907419313359908,1.0,0.7818424124302524,0.06221704232858342,0.9907419313359908,0.0,4.0,231.0,202.0,0.5895785433571917,0.0,0,1,0
BT (286).jpg,0.6148746609687805,16401.5,1.5890410958904109,0.48422000472366555,0.7217381738173817,0.40041161342980514,0.03186374377437726,0.48422000472366555,0.8540231235954215,9.0,232.0,146.0,0.9398611211861294,0.0,0,1,0
BT (286).jpg,0.3273349404335022,57964.0,1.953757225433526,0.991278174915347,1.0,0.7028661946367305,0.05593231460431288,0.991278174915347,0.0,4.0,338.0,173.0,0.0,0.0,0,0,1
BT (287).jpg,0.766118049621582,16495.0,1.6326530612244898,0.4675453514739229,0.7086850980644884,0.3823186878838579,0.03042395450656169,0.4675453514739229,0.8561488382387717,9.0,240.0,147.0,0.9369142020073146,0.0,0,1,0
BT (288).jpg,0.6365054845809937,16245.5,1.1715976331360947,0.485491004721774,0.7376941240577605,0.39812504578259256,0.031681784502493315,0.485491004721774,0.7920135927164395,9.0,198.0,169.0,0.7161697727426832,0.0,0,1,0
BT (289).jpg,0.5851943492889404,19214.5,1.200956937799043,0.3662765207114127,0.6470073238488088,0.18169602775818247,0.014458910478938474,0.3662765207114127,0.8573752640132487,10.0,251.0,209.0,0.9253625717502294,0.0,0,1,0
BT (29).jpg,0.9198243021965027,28606.5,0.9336099585062241,0.527551867219917,0.865866577880017,0.5667434648028261,0.04510001194419862,0.527551867219917,0.8097153082103503,6.0,225.0,241.0,0.0,0.9792609861073713,1,0,0
BT (290).jpg,0.3342534005641937,92092.0,1.1254355400696865,0.9934304915804576,1.0,0.7826446466369222,0.06228088209833791,0.9934304915804576,0.0,4.0,323.0,287.0,0.6335203747016896,0.0,0,1,0
BT (290).jpg,0.31443309783935547,18325.5,1.3771428571428572,0.434510966212211,0.6767421248938291,0.2372073638391872,0.018876362246402156,0.434510966212211,0.8266044896292852,11.0,241.0,175.0,0.6967685348920671,0.0,0,1,0
BT (291).jpg,0.5599610209465027,16660.0,1.8333333333333333,0.4771724809531993,0.7177167474421109,0.3824828771080107,0.030437020269874864,0.4771724809531993,0.872921886465153,9.0,253.0,138.0,0.8174043184873923,0.0,0,1,0
BT (291).jpg,0.3158714473247528,1038.5,0.8194444444444444,0.24446798493408664,0.7888340296240031,0.3224425155375993,0.025659160105396466,0.24446798493408664,0.9905903397872823,4.0,59.0,72.0,0.0,0.0,0,0,1
BT (292).jpg,0.6746654510498047,2878.0,0.6319444444444444,0.21962759462759462,0.8132240745973439,0.2626108555462611,0.02089790788488942,0.21962759462759462,0.9988629747357703,4.0,91.0,144.0,0.0,0.0,0,0,1
BT (292).jpg,0.6363494396209717,17024.5,1.9253731343283582,0.49243607543676965,0.726394163075479,0.38144019293151316,0.030354046099488222,0.49243607543676965,0.8887124807251149,9.0,258.0,134.0,0.9517034941339647,0.0,0,1,0
BT (293).jpg,0.8055484890937805,5682.5,0.735632183908046,0.2551409841954023,0.6834034876728803,0.2898899194647699,0.023068706817664694,0.2551409841954023,0.9664748007875972,5.0,128.0,174.0,0.0,0.0,0,0,1
BT (293).jpg,0.6204830408096313,17313.0,1.8759124087591241,0.49172086682382343,0.7345510087188952,0.39784351679765523,0.031659381137705105,0.49172086682382343,0.8769518709902913,9.0,257.0,137.0,0.8646808424365874,0.0,0,1,0
BT (294).jpg,0.8384796977043152,13814.5,1.1134020618556701,0.32967019854906454,0.5466650837933559,0.2608822620343731,0.020760350783882754,0.32967019854906454,0.8080997157211808,8.0,216.0,194.0,0.0,0.0,0,0,1
BT (294).jpg,0.5734468102455139,18185.0,1.8181818181818181,0.4891070467993545,0.7424721853628662,0.38524569160925115,0.030656878062234064,0.4891070467993545,0.8341368695685403,9.0,260.0,143.0,0.9762819633025878,0.0,0,1,0
BT (295).jpg,0.7156992554664612,33773.5,1.632867132867133,0.2528675820967042,0.4744068772738127,0.1585482823665494,0.012616871428682957,0.2528675820967042,0.8935786077711653,14.0,467.0,286.0,0.9682270072454823,0.0,0,1,0
BT (295).jpg,0.36826059222221375,15859.5,1.755952380952381,0.32000605326876513,0.4363418761091164,0.17739712615284153,0.014116814758760626,0.32000605326876513,0.7956827859123554,11.0,295.0,168.0,0.9657628356339545,0.0,0,1,0
BT (296).jpg,0.605023980140686,17069.5,1.6304347826086956,0.3092300724637681,0.48195781686760597,0.1794533044671429,0.014280440230060336,0.3092300724637681,0.8268616199325154,10.0,300.0,184.0,0.9495725792128652,0.0,0,1,0
BT (296).jpg,0.47120022773742676,34160.5,1.3986928104575163,0.2608308899883941,0.4971801159972929,0.16236010636123524,0.01292020674415823,0.2608308899883941,0.8354851740217804,12.0,428.0,306.0,0.4100727309078136,0.0,0,0,1
BT (297).jpg,0.6156284809112549,33328.0,1.2103658536585367,0.2559439700190453,0.48346292213067193,0.13958589820969916,0.01110789284299788,0.2559439700190453,0.7332257748781901,14.0,397.0,328.0,0.9460842534091549,0.0,0,1,0
BT (298).jpg,0.4588097035884857,20926.0,1.1218487394957983,0.3293047556101092,0.6474428390210699,0.33053666365885664,0.026303271947205106,0.3293047556101092,0.8367060552327834,9.0,267.0,238.0,0.8479486768037711,0.0,0,1,0
BT (299).jpg,0.3508321940898895,149300.5,0.8701923076923077,0.9914238472163196,0.9965657644428128,0.6821139238345956,0.05428090136504223,0.9914238472163196,0.9072543234934808,7.0,362.0,416.0,0.39723725680049127,0.0,0,0,1
BT (3).jpg,0.7400482296943665,24223.5,0.40173410404624277,0.5036698964527799,0.8109098821638993,0.3932100814104541,0.03129066406502014,0.5036698964527799,0.9521595591250848,9.0,139.0,346.0,0.0,0.8643989929726159,1,0,0
BT (30).jpg,0.9263759255409241,28278.5,0.9380165289256198,0.5147722721811628,0.8435551710765743,0.5496261591207823,0.043737860038342485,0.5147722721811628,0.7923207611758114,7.0,227.0,242.0,0.0,0.9672468613072674,1,0,0
BT (300).jpg,0.6571255922317505,16354.5,1.5793103448275863,0.49253124529438336,0.7268020620389298,0.40149955115359787,0.031950319107636134,0.49253124529438336,0.8712310891357647,9.0,229.0,145.0,0.9444205847027497,0.0,0,1,0
BT (300).jpg,0.5553283095359802,53020.0,1.0950226244343892,0.9913615795968738,1.0,0.7837683922686738,0.06237030693437347,0.9913615795968738,0.0,4.0,242.0,221.0,0.4800920258300692,0.0,0,0,1
BT (301).jpg,0.7399398684501648,25674.0,1.1451612903225807,0.36452180826896863,0.6945395030501413,0.3244432513788495,0.025818373604875114,0.36452180826896863,0.8647266676992685,10.0,284.0,248.0,0.8802365360998561,0.0,0,1,0
BT (302).jpg,0.7403021454811096,26631.0,1.1007751937984496,0.36345397969210613,0.7099990668781743,0.3303374675147996,0.026287420421719353,0.36345397969210613,0.877196337898321,10.0,284.0,258.0,0.8312211397408347,0.0,0,1,0
